original,translate
He winces in pain and a cough sprays blood down his chest,他痛苦地皱起眉头，一口鲜血喷洒在他的胸膛上
Don’t worry about me,别担心我
Roland offers a sad smile,罗兰露出悲伤的微笑
"For the first time, you notice the stain bleeding through his tunic and armor",这是你第一次注意到他衬衣和铠甲下渗出的污渍
Surely this is no issue given the right magics?,给予正确的魔法，这肯定不是问题？
Examine the wound,检查伤口
You apprehensively lift his tunic to reveal his abdomen,你犹豫地抬起他的衬衣，露出他的腹部
A large gash rimmed by necrotic skin,一个巨大的伤口，边缘是腐烂的皮肤
And worse yet,更糟糕的是
"Pushing out of the wound from within, are thick squirming tentacles",从伤口内部挤出的是蠕动的厚实触手
I think this is as far as I go,我认为这就到我的极限了
"Besides, where you’re heading, I suspect you won’t need me",而且，你要去的地方，我怀疑你不需要我
Roland painfully gets to his feet,罗兰痛苦地站了起来
I'm not leaving you!,我不会丢下你的！
Young fool,年轻的傻瓜
I can only buy you seconds,我只能给你争取几秒的时间
Roland clasps the back of your neck and pulls you in until your foreheads touch,罗兰抓住你的后颈，把你拉近直到额头相触
No more words are necessary,再也没有多余的言语必要了
"He lifts his weapon and turns, broad-legged and defiant, to face the onslaught of slavering jaws",他举起武器，大步转身，坚定地面对那排流着口水的利齿
Roland!,罗兰！
The soft touch of Embla’s hand on your elbow snaps you out of it,伊姆拉的手轻轻搭在你的胳膊上，让你回过神来
"{PLAYER}, we have to go",{PLACEHOLDER_0}，我们必须走了
Don’t let his sacrifice be for naught!,别让他的牺牲白费了！
#,#
# Chapter_4_TowerOfAsh,# 第4章 灰烬之塔
#,#
#CaliperoScene,# 卡利佩罗场景
My loyal apprentices,我忠诚的学徒们
Their joy in life is to serve,他们生活的乐趣在于服务
"And they do serve me well, don’t you think?",而他们也确实很好地服侍着我，不是吗？
He pats one of them on the cheek only to have the man’s nose start bleeding profusely,他拍了拍其中一个人的脸颊，结果那人鼻血汹涌而出
They are a bit tired however,然而，他们确实有些疲惫
My absence has been a burden on them,我的缺席给他们带来了负担
I know how you repay these poor things,我知道你如何回报这些可怜的东西
Calipero’s face twists into a cruel smile,卡利佩罗的脸扭曲成一个残忍的笑容
"Thankfully, my ‘sons’ do not have the capacity to question my actions",幸运的是，我的‘儿子们’没有能力质疑我的行动
Their greatest joy in life is serving their master and their ‘ascension’ is the greatest reward their limited minds can imagine,他们生活的最大乐趣在于服侍他们的主人，而‘升阶’是他们有限思维所能想象到的最大奖励
You're deranged,你疯了
I'll have none of this,我可不会容忍这种事
"So, it was you who came to the aid of Calipero the Tempestuous",原来是你来援助了暴风雨之怒卡利佩罗
I will say this much,我要说的就这么多
You have done me a great service,你为我做了大好事
"For that, I am eternally grateful",为此，我永远感激不尽
Here is a small token,这是一件小小的礼物
He gestures to one of his ‘apprentices’ who limps over to you and reverently hands you a large sack filled with coin,他朝他的‘学徒’之一做了个手势，那个学徒一瘸一拐地走到你面前，恭敬地递给你一个装满金币的大袋子
But there is more to you,但你还有其他的一面
Calipero muses,卡利佩罗沉思道
"You are a traveler of sorts, yes?",你是个旅行者，是吗？
Someone on a quest?,一个在执行任务的人？
I may have much to offer you yet in terms of aid,我或许还能为你提供更多的帮助
You cannot help but notice that his gaze lingers for a moment too long on Embla standing behind you,你不禁注意到，他的目光在你身后站着的埃姆bla身上停留了太久
What kind of aid?,什么帮助？
I went there - dancing across the silver-void,我去了那里——在银色虚空中翩翩起舞
I saw only shadows but I saw enough,我只看到了阴影，但我看到了足够多的东西
There are secrets in the deep,深渊中有秘密
Ancient secrets,古老的秘密
Enough to draw the Seven Eyes there,足以吸引七眼者前往
That is all I can say,这就是我能说的全部
Whatever do you need?,你需要什么？
I'd like to buy some items from you,我想从你这里买些东西
About your apprentices,关于你的学徒
What happened in the summoning chamber?,召唤室发生了什么事？
What do you know about the Black Priory?,你对黑修道院了解多少？
Welcome back to the 'Tower of Ash',欢迎回到‘灰塔’
"Please, use my facilities as your own",请随意使用我的设施
I'd like to trade with you,我想和你交易
Calling forth that which lies beyond is no task for a lesser Magos,召唤超越之物并非凡人术士所能为
"However, I am not a lesser Magos",但是，我不是凡人术士
The Aether serves at my will and there are very few secrets that the veil can keep from me,艾thereum 服从我的意志，凡 veil 也无法隐藏从我面前的秘密
"Alas, it was not so this time",然而，这次并非如此
What answered my call was something different,回应我的召唤的并非如此
Something much more powerful than I expected,比我预料中强大得多
What went wrong?,出现了什么问题？
Calipero fixes you with an intense stare,卡利佩罗用严厉的目光注视着你
The conjunction is growing in strength. ‘It’ is much closer to our world,联合正变得越来越强大。‘它’离我们的世界更近了
So close in fact that it has begun to seep through,实际上非常接近，以至于已经开始渗透
But you already know this don’t you?,你不是已经知道了吗？
His gaze shifts to Embla,他的目光转向埃姆拉
You're talking about the Dragon,你在谈论那条龙
The apprentices howl in terror and cover their ears,门徒们惊恐地嚎叫着，捂住了耳朵
Its seven eyes are fixed on the Outer Isles,它的七只眼睛注视着外岛
Something has been found that was perhaps never intended to see the light of day again,有人发现了某种或许从未打算再次见到天日的东西
That is why you are traveling to the Black Priory,因此你正前往黑修道院
What can you tell me about the Black Priory?,你能告诉我关于黑修道院的情况吗？
Certainly,当然
My vaults hold countless wonders for you to peruse,我的藏室里有无数奇珍异宝供你浏览
His eyes glint in a way that does not appear wholly natural,他的眼睛闪烁着不完全自然的光芒
#MercuryPool,#水银池
A single clear note rings out and for a moment the chirping of exotic birds dies down,一声清脆的音符响起，片刻之间，稀奇鸟儿的鸣叫声渐渐平息
Somewhere a metallic clang sounds and then the mercury begins to circle some unseen drain,什么地方传来金属碰撞的声音，然后水银开始围绕着某个看不见的下水道旋转
Slowly but surely steps come into view,慢慢地，脚步声开始显现
"With a final gurgle, the last of the liquid is drained away and at the end of the descending stairways a door can now be seen",最后一声咕噜声后，液体被完全排干，从下降的阶梯尽头可以看到一扇门
The ‘down below’ awaits,“下面”在等待着你
The strange pool ahead of you is filled with a silvery fluid that looks like liquid metal,你面前的那奇怪的水池里装满了银色的液体，看起来像是液态金属
Mercury perhaps?,或许是水银？
Play the Silver Flute,拉响银色长笛
#TowerOfAshElevator,#灰烬之塔电梯
The elevator stands ready to take you up to the upper level of the dungeon,电梯已经准备就绪，可以带你们到地牢的上层
